InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Total Price
536523,22217,T-LIGHT HOLDER HANGING LACE,12,01-12-2010 12:50,1.25,12868,United Kingdom,15
536523,22227,HANGING HEART MIRROR DECORATION ,24,01-12-2010 12:50,0.65,12868,United Kingdom,15.6
536524,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,01-12-2010 12:51,2.95,17572,United Kingdom,17.7
536524,21107,CREAM SLICE FLANNEL PINK SPOT ,6,01-12-2010 12:51,2.95,17572,United Kingdom,17.7
536524,22697,GREEN REGENCY TEACUP AND SAUCER,6,01-12-2010 12:51,2.95,17572,United Kingdom,17.7
536525,21826,EIGHT PIECE DINOSAUR SET,2,01-12-2010 12:54,1.25,14078,United Kingdom,2.5
536525,22548,HEADS AND TAILS SPORTING FUN,1,01-12-2010 12:54,1.25,14078,United Kingdom,1.25
536525,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2,01-12-2010 12:54,0.42,14078,United Kingdom,0.84
536525,22429,ENAMEL MEASURING JUG CREAM,1,01-12-2010 12:54,4.25,14078,United Kingdom,4.25
536525,20974,12 PENCILS SMALL TUBE SKULL,3,01-12-2010 12:54,0.65,14078,United Kingdom,1.95
536525,20973,12 PENCIL SMALL TUBE WOODLAND,2,01-12-2010 12:54,0.65,14078,United Kingdom,1.3
536525,15044B,BLUE PAPER PARASOL ,1,01-12-2010 12:54,2.95,14078,United Kingdom,2.95
536526,21135,VICTORIAN  METAL POSTCARD SPRING,16,01-12-2010 12:58,1.69,14001,United Kingdom,27.04
536526,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,01-12-2010 12:58,2.95,14001,United Kingdom,47.2
536526,22626,BLACK KITCHEN SCALES,2,01-12-2010 12:58,8.5,14001,United Kingdom,17
536526,22625,RED KITCHEN SCALES,6,01-12-2010 12:58,8.5,14001,United Kingdom,51
536526,22624,IVORY KITCHEN SCALES,6,01-12-2010 12:58,8.5,14001,United Kingdom,51
536527,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,01-12-2010 13:04,0.85,12662,Germany,10.2
536527,22244,3 HOOK HANGER MAGIC GARDEN,12,01-12-2010 13:04,1.95,12662,Germany,23.4
536527,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,01-12-2010 13:04,0.42,12662,Germany,10.08
536527,20712,JUMBO BAG WOODLAND ANIMALS,10,01-12-2010 13:04,1.95,12662,Germany,19.5
536527,22973,CHILDREN'S CIRCUS PARADE MUG,12,01-12-2010 13:04,1.65,12662,Germany,19.8
536527,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,01-12-2010 13:04,1.25,12662,Germany,15
536528,22815,CARD PSYCHEDELIC APPLES,12,01-12-2010 13:17,0.42,15525,United Kingdom,5.04
536528,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,01-12-2010 13:17,1.65,15525,United Kingdom,1.65
536528,22584,PACK OF 6 PANNETONE GIFT BOXES,2,01-12-2010 13:17,2.55,15525,United Kingdom,5.1
536528,22454,MEASURING TAPE BABUSHKA RED,1,01-12-2010 13:17,2.95,15525,United Kingdom,2.95
536528,85114C,RED ENCHANTED FOREST PLACEMAT,1,01-12-2010 13:17,1.65,15525,United Kingdom,1.65
536528,22974,CHILDRENS DOLLY GIRL MUG,2,01-12-2010 13:17,1.65,15525,United Kingdom,3.3
536528,21452,TOADSTOOL MONEY BOX,2,01-12-2010 13:17,2.95,15525,United Kingdom,5.9
536528,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,01-12-2010 13:17,2.95,15525,United Kingdom,2.95
536528,22911,PAPER CHAIN KIT LONDON,1,01-12-2010 13:17,2.95,15525,United Kingdom,2.95
536528,22453,MEASURING TAPE BABUSHKA BLUE,1,01-12-2010 13:17,2.95,15525,United Kingdom,2.95
536528,22445,PENCIL CASE LIFE IS BEAUTIFUL,4,01-12-2010 13:17,2.95,15525,United Kingdom,11.8
536528,22607,WOODEN ROUNDERS GARDEN SET ,1,01-12-2010 13:17,9.95,15525,United Kingdom,9.95
536528,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,01-12-2010 13:17,9.95,15525,United Kingdom,9.95
536528,22634,CHILDS BREAKFAST SET SPACEBOY ,1,01-12-2010 13:17,9.95,15525,United Kingdom,9.95
536529,22222,CAKE PLATE LOVEBIRD WHITE,3,01-12-2010 13:20,4.95,14237,United Kingdom,14.85
536529,22947,WOODEN ADVENT CALENDAR RED,2,01-12-2010 13:20,16.95,14237,United Kingdom,33.9
536529,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,01-12-2010 13:20,4.25,14237,United Kingdom,17
536529,22164,STRING OF STARS CARD HOLDER,6,01-12-2010 13:20,2.95,14237,United Kingdom,17.7
536529,72598,SET/12 TAPER CANDLES,12,01-12-2010 13:20,0.85,14237,United Kingdom,10.2
536529,22627,MINT KITCHEN SCALES,2,01-12-2010 13:20,8.5,14237,United Kingdom,17
536529,22487,WHITE WOOD GARDEN PLANT LADDER,2,01-12-2010 13:20,9.95,14237,United Kingdom,19.9
536530,22360,GLASS JAR ENGLISH CONFECTIONERY,2,01-12-2010 13:21,2.95,17905,United Kingdom,5.9
536530,22364,GLASS JAR DIGESTIVE BISCUITS,1,01-12-2010 13:21,2.95,17905,United Kingdom,2.95
536530,21657,MILK BOTTLE WITH GLASS STOPPER ,1,01-12-2010 13:21,6.95,17905,United Kingdom,6.95
536530,22120,WELCOME  WOODEN BLOCK LETTERS,1,01-12-2010 13:21,9.95,17905,United Kingdom,9.95
536530,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,01-12-2010 13:21,2.95,17905,United Kingdom,2.95
536530,21625,VINTAGE UNION JACK APRON,1,01-12-2010 13:21,6.95,17905,United Kingdom,6.95
536530,22097,SWALLOW SQUARE TISSUE BOX,1,01-12-2010 13:21,1.25,17905,United Kingdom,1.25
536530,21179,NO JUNK MAIL METAL SIGN,1,01-12-2010 13:21,1.25,17905,United Kingdom,1.25
536530,22185,SLATE TILE NATURAL HANGING,4,01-12-2010 13:21,1.65,17905,United Kingdom,6.6
536530,21662,VINTAGE GLASS COFFEE CADDY,1,01-12-2010 13:21,5.95,17905,United Kingdom,5.95
536530,85104,SILVER GLASS T-LIGHT SET,8,01-12-2010 13:21,2.95,17905,United Kingdom,23.6
536530,21654,RIDGED GLASS FINGER BOWL,6,01-12-2010 13:21,1.45,17905,United Kingdom,8.7
536530,21658,GLASS  BEURRE DISH,1,01-12-2010 13:21,3.95,17905,United Kingdom,3.95
536531,21519,GIN & TONIC DIET GREETING CARD ,24,01-12-2010 13:23,0.42,15485,United Kingdom,10.08
536531,22819,"BIRTHDAY CARD, RETRO SPOT",24,01-12-2010 13:23,0.42,15485,United Kingdom,10.08
536531,22704,WRAP RED APPLES ,25,01-12-2010 13:23,0.42,15485,United Kingdom,10.5
536531,21498,RED RETROSPOT WRAP ,25,01-12-2010 13:23,0.42,15485,United Kingdom,10.5
536531,22049,WRAP CHRISTMAS SCREEN PRINT,25,01-12-2010 13:23,0.42,15485,United Kingdom,10.5
536531,21497,FANCY FONTS BIRTHDAY WRAP,25,01-12-2010 13:23,0.42,15485,United Kingdom,10.5
536531,21333,CLASSIC WHITE FRAME,12,01-12-2010 13:23,2.95,15485,United Kingdom,35.4
536531,22194,BLACK DINER WALL CLOCK,2,01-12-2010 13:23,8.5,15485,United Kingdom,17
536531,22688,DOORMAT PEACE ON EARTH BLUE,4,01-12-2010 13:23,7.95,15485,United Kingdom,31.8
536532,84692,BOX OF 24 COCKTAIL PARASOLS,50,01-12-2010 13:24,0.42,12433,Norway,21
536532,22444,GROW YOUR OWN PLANT IN A CAN ,96,01-12-2010 13:24,1.06,12433,Norway,101.76
536532,22555,PLASTERS IN TIN STRONGMAN,36,01-12-2010 13:24,1.65,12433,Norway,59.4
536532,22547,MINI JIGSAW DINOSAUR ,24,01-12-2010 13:24,0.42,12433,Norway,10.08
536532,22543,MINI JIGSAW BAKE A CAKE ,24,01-12-2010 13:24,0.42,12433,Norway,10.08
536532,22539,MINI JIGSAW DOLLY GIRL,24,01-12-2010 13:24,0.42,12433,Norway,10.08
536532,22561,WOODEN SCHOOL COLOURING SET,24,01-12-2010 13:24,1.65,12433,Norway,39.6
536532,22489,PACK OF 12 TRADITIONAL CRAYONS,24,01-12-2010 13:24,0.42,12433,Norway,10.08
536532,22814,CARD PARTY GAMES ,12,01-12-2010 13:24,0.42,12433,Norway,5.04
536532,21520,BOOZE & WOMEN GREETING CARD ,12,01-12-2010 13:24,0.42,12433,Norway,5.04
536532,21982,PACK OF 12 SUKI TISSUES ,48,01-12-2010 13:24,0.29,12433,Norway,13.92
536532,21981,PACK OF 12 WOODLAND TISSUES ,48,01-12-2010 13:24,0.29,12433,Norway,13.92
536532,21967,PACK OF 12 SKULL TISSUES,48,01-12-2010 13:24,0.29,12433,Norway,13.92
536532,22615,PACK OF 12 CIRCUS PARADE TISSUES ,48,01-12-2010 13:24,0.29,12433,Norway,13.92
536532,22614,PACK OF 12 SPACEBOY TISSUES,48,01-12-2010 13:24,0.29,12433,Norway,13.92
536532,22095,LADS ONLY TISSUE BOX,12,01-12-2010 13:24,1.25,12433,Norway,15
536532,22094,RED RETROSPOT TISSUE BOX,12,01-12-2010 13:24,1.25,12433,Norway,15
536532,22966,GINGERBREAD MAN COOKIE CUTTER,24,01-12-2010 13:24,1.25,12433,Norway,30
536532,21874,GIN AND TONIC MUG,24,01-12-2010 13:24,1.25,12433,Norway,30
536532,21873,IF YOU CAN'T STAND THE HEAT MUG,24,01-12-2010 13:24,1.25,12433,Norway,30
536532,21870,I CAN ONLY PLEASE ONE PERSON MUG,24,01-12-2010 13:24,1.25,12433,Norway,30
536532,84050,PINK HEART SHAPE EGG FRYING PAN,72,01-12-2010 13:24,1.25,12433,Norway,90
536532,22315,200 RED + WHITE BENDY STRAWS,12,01-12-2010 13:24,1.25,12433,Norway,15
536532,22667,RECIPE BOX RETROSPOT ,12,01-12-2010 13:24,2.95,12433,Norway,35.4
536532,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,01-12-2010 13:24,2.95,12433,Norway,35.4
536532,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,12,01-12-2010 13:24,2.95,12433,Norway,35.4
536532,22567,20 DOLLY PEGS RETROSPOT,24,01-12-2010 13:24,1.25,12433,Norway,30
536532,82600,NO SINGING METAL SIGN,24,01-12-2010 13:24,2.1,12433,Norway,50.4
536532,22842,BISCUIT TIN VINTAGE RED,6,01-12-2010 13:24,6.75,12433,Norway,40.5
536532,22494,EMERGENCY FIRST AID TIN ,24,01-12-2010 13:24,1.25,12433,Norway,30
536533,22740,POLKADOT PEN,48,01-12-2010 13:31,0.85,16955,United Kingdom,40.8
536533,22825,DECORATIVE PLANT POT WITH FRIEZE,2,01-12-2010 13:31,7.95,16955,United Kingdom,15.9
536533,22680,FRENCH BLUE METAL DOOR SIGN 5,20,01-12-2010 13:31,1.25,16955,United Kingdom,25
536533,22797,CHEST OF DRAWERS GINGHAM HEART ,3,01-12-2010 13:31,16.95,16955,United Kingdom,50.85
536533,21843,RED RETROSPOT CAKE STAND,1,01-12-2010 13:31,10.95,16955,United Kingdom,10.95
536535,22118,JOY WOODEN BLOCK LETTERS,3,01-12-2010 13:38,4.95,15605,United Kingdom,14.85
536535,22121,NOEL WOODEN BLOCK LETTERS ,3,01-12-2010 13:38,5.95,15605,United Kingdom,17.85
536535,22119,PEACE WOODEN BLOCK LETTERS,3,01-12-2010 13:38,6.95,15605,United Kingdom,20.85
536535,22311,OFFICE MUG WARMER BLACK+SILVER ,6,01-12-2010 13:38,2.95,15605,United Kingdom,17.7
536536,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,12,01-12-2010 13:45,1.25,18144,United Kingdom,15
536537,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,36,01-12-2010 13:51,2.1,15922,United Kingdom,75.6
536537,20867,PINK ROSE FABRIC MIRROR,36,01-12-2010 13:51,1.25,15922,United Kingdom,45
536537,21688,SILVER PLATE CANDLE BOWL SMALL,12,01-12-2010 13:51,2.95,15922,United Kingdom,35.4
536537,21694,SMALL REGAL  SILVER CANDLEPOT ,12,01-12-2010 13:51,2.95,15922,United Kingdom,35.4
536537,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,01-12-2010 13:51,3.75,15922,United Kingdom,30
536537,22801,ANTIQUE GLASS PEDESTAL BOWL,8,01-12-2010 13:51,3.75,15922,United Kingdom,30
536537,22781,GUMBALL MAGAZINE RACK,2,01-12-2010 13:51,7.65,15922,United Kingdom,15.3
536538,21466,RED FLOWER CROCHET FOOD COVER,1,01-12-2010 13:54,3.75,14594,United Kingdom,3.75
536538,21467,CHERRY CROCHET FOOD COVER,1,01-12-2010 13:54,3.75,14594,United Kingdom,3.75
536538,21471,STRAWBERRY RAFFIA FOOD COVER,1,01-12-2010 13:54,3.75,14594,United Kingdom,3.75
536538,21469,POLKA DOT RAFFIA FOOD COVER,1,01-12-2010 13:54,3.75,14594,United Kingdom,3.75
536538,21524,DOORMAT SPOTTY HOME SWEET HOME,1,01-12-2010 13:54,7.95,14594,United Kingdom,7.95
536538,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,01-12-2010 13:54,1.25,14594,United Kingdom,15
536538,21690,SILVER  CANDLEPOT JARDIN ,4,01-12-2010 13:54,3.75,14594,United Kingdom,15
536538,37343,POLKADOT MUG PINK ,6,01-12-2010 13:54,1.65,14594,United Kingdom,9.9
536538,22088,PAPER BUNTING COLOURED LACE,1,01-12-2010 13:54,2.95,14594,United Kingdom,2.95
536538,21143,ANTIQUE GLASS HEART DECORATION ,3,01-12-2010 13:54,1.95,14594,United Kingdom,5.85
536538,84944,SET OF 6 KASHMIR FOLKART BAUBLES,2,01-12-2010 13:54,4.25,14594,United Kingdom,8.5
536538,22601,CHRISTMAS RETROSPOT ANGEL WOOD,10,01-12-2010 13:54,0.85,14594,United Kingdom,8.5
536538,22600,CHRISTMAS RETROSPOT STAR WOOD,10,01-12-2010 13:54,0.85,14594,United Kingdom,8.5
536538,22574,HEART WOODEN CHRISTMAS DECORATION,10,01-12-2010 13:54,0.85,14594,United Kingdom,8.5
536538,85199L,LARGE HANGING IVORY & RED WOOD BIRD,10,01-12-2010 13:54,0.65,14594,United Kingdom,6.5
536538,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10,01-12-2010 13:54,0.42,14594,United Kingdom,4.2
536539,72741,GRAND CHOCOLATECANDLE,18,01-12-2010 14:03,1.45,15165,United Kingdom,26.1
536539,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,01-12-2010 14:03,3.75,15165,United Kingdom,15
536539,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,01-12-2010 14:03,8.5,15165,United Kingdom,17
536539,85067,CREAM SWEETHEART WALL CABINET,1,01-12-2010 14:03,18.95,15165,United Kingdom,18.95
536539,48184,DOORMAT ENGLISH ROSE ,2,01-12-2010 14:03,7.95,15165,United Kingdom,15.9
536539,48138,DOORMAT UNION FLAG,2,01-12-2010 14:03,7.95,15165,United Kingdom,15.9
536539,85019A,ROMANTIC IMAGES NOTEBOOK SET,4,01-12-2010 14:03,4.25,15165,United Kingdom,17
536539,85019C,CURIOUS  IMAGES NOTEBOOK SET,3,01-12-2010 14:03,4.25,15165,United Kingdom,12.75
536539,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2,01-12-2010 14:03,6.35,15165,United Kingdom,12.7
536539,21429,RED GINGHAM ROSE JEWELLERY BOX,8,01-12-2010 14:03,1.65,15165,United Kingdom,13.2
536540,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,01-12-2010 14:05,2.95,14911,EIRE,17.7
536540,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",6,01-12-2010 14:05,2.55,14911,EIRE,15.3
536540,22355,CHARLOTTE BAG SUKI DESIGN,50,01-12-2010 14:05,0.85,14911,EIRE,42.5
536540,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,01-12-2010 14:05,2.25,14911,EIRE,13.5
536540,21576,LETS GO SHOPPING COTTON TOTE BAG,6,01-12-2010 14:05,2.25,14911,EIRE,13.5
536540,22493,PAINT YOUR OWN CANVAS SET,24,01-12-2010 14:05,1.65,14911,EIRE,39.6
536540,21833,CAMOUFLAGE LED TORCH,12,01-12-2010 14:05,1.69,14911,EIRE,20.28
536540,85135B,BLUE DRAGONFLY HELICOPTER,2,01-12-2010 14:05,7.95,14911,EIRE,15.9
536540,85136A,YELLOW SHARK HELICOPTER,2,01-12-2010 14:05,7.95,14911,EIRE,15.9
536540,85136C,RED SHARK HELICOPTER,2,01-12-2010 14:05,7.95,14911,EIRE,15.9
536540,21055,TOOL BOX SOFT TOY ,4,01-12-2010 14:05,8.95,14911,EIRE,35.8
536540,21056,DOCTOR'S BAG SOFT TOY,4,01-12-2010 14:05,8.95,14911,EIRE,35.8
536540,C2,CARRIAGE,1,01-12-2010 14:05,50,14911,EIRE,50
536542,21928,JUMBO BAG SCANDINAVIAN PAISLEY,20,01-12-2010 14:11,1.95,16456,United Kingdom,39
536542,20711,JUMBO BAG TOYS ,20,01-12-2010 14:11,1.95,16456,United Kingdom,39
536544,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,21774,DECORATIVE CATS BATHROOM BOTTLE,2,01-12-2010 14:32,2.51,,United Kingdom,5.02
536544,21787,RAIN PONCHO RETROSPOT,2,01-12-2010 14:32,1.66,,United Kingdom,3.32
536544,21801,CHRISTMAS TREE DECORATION WITH BELL,10,01-12-2010 14:32,0.43,,United Kingdom,4.3
536544,21802,CHRISTMAS TREE HEART DECORATION,9,01-12-2010 14:32,0.43,,United Kingdom,3.87
536544,21803,CHRISTMAS TREE STAR DECORATION,11,01-12-2010 14:32,0.43,,United Kingdom,4.73
536544,21809,CHRISTMAS HANGING TREE WITH BELL,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,21821,GLITTER STAR GARLAND WITH BELLS ,1,01-12-2010 14:32,7.62,,United Kingdom,7.62
536544,21822,GLITTER CHRISTMAS TREE WITH BELLS,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,21851,LILAC DIAMANTE PEN IN GIFT BOX,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,21879,HEARTS GIFT TAPE,1,01-12-2010 14:32,1.66,,United Kingdom,1.66
536544,21884,CAKES AND BOWS GIFT  TAPE,1,01-12-2010 14:32,1.66,,United Kingdom,1.66
536544,21888,BINGO SET,1,01-12-2010 14:32,7.62,,United Kingdom,7.62
536544,21911,GARDEN METAL SIGN ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,01-12-2010 14:32,16.98,,United Kingdom,33.96
536544,21935,SUKI  SHOULDER BAG,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,21942,SKULLS DESIGN FLANNEL,2,01-12-2010 14:32,1.66,,United Kingdom,3.32
536544,21944,KITTENS DESIGN FLANNEL,1,01-12-2010 14:32,1.66,,United Kingdom,1.66
536544,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,21990,MODERN FLORAL STATIONERY SET,2,01-12-2010 14:32,2.51,,United Kingdom,5.02
536544,21991,BOHEMIAN COLLAGE STATIONERY SET,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,21993,FLORAL FOLK STATIONERY SET,4,01-12-2010 14:32,2.51,,United Kingdom,10.04
536544,22037,ROBOT BIRTHDAY CARD,1,01-12-2010 14:32,0.85,,United Kingdom,0.85
536544,22043,CHRISTMAS CARD SCREEN PRINT ,1,01-12-2010 14:32,0.43,,United Kingdom,0.43
536544,22065,CHRISTMAS PUDDING TRINKET POT ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22067,CHOC TRUFFLE GOLD TRINKET POT ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22069,BROWN  PIRATE TREASURE CHEST ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22071,SMALL WHITE RETROSPOT MUG IN BOX ,1,01-12-2010 14:32,7.62,,United Kingdom,7.62
536544,22076,6 RIBBONS EMPIRE  ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22080,RIBBON REEL POLKADOTS ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22081,RIBBON REEL FLORA + FAUNA ,1,01-12-2010 14:32,3.36,,United Kingdom,3.36
536544,22090,PAPER BUNTING RETROSPOT,1,01-12-2010 14:32,5.91,,United Kingdom,5.91
536544,22134,LADLE LOVE HEART RED ,1,01-12-2010 14:32,0.85,,United Kingdom,0.85
536544,22135,LADLE LOVE HEART PINK,5,01-12-2010 14:32,0.85,,United Kingdom,4.25
536544,22154,ANGEL DECORATION 3 BUTTONS ,1,01-12-2010 14:32,0.85,,United Kingdom,0.85
536544,22155,STAR DECORATION RUSTIC,3,01-12-2010 14:32,0.85,,United Kingdom,2.55
536544,22156,HEART DECORATION WITH PEARLS ,3,01-12-2010 14:32,1.66,,United Kingdom,4.98
536544,22161,HEART DECORATION RUSTIC HANGING ,10,01-12-2010 14:32,0.81,,United Kingdom,8.1
536544,22162,HEART GARLAND RUSTIC PADDED,2,01-12-2010 14:32,3.36,,United Kingdom,6.72
536544,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,01-12-2010 14:32,16.98,,United Kingdom,16.98
536544,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22190,LOCAL CAFE MUG,3,01-12-2010 14:32,2.51,,United Kingdom,7.53
536544,22203,MILK PAN RED RETROSPOT,1,01-12-2010 14:32,7.62,,United Kingdom,7.62
536544,22207,FRYING PAN UNION FLAG,1,01-12-2010 14:32,8.47,,United Kingdom,8.47
536544,22265,EASTER DECORATION NATURAL CHICK,2,01-12-2010 14:32,1.28,,United Kingdom,2.56
536544,22276,WASH BAG VINTAGE ROSE PAISLEY,1,01-12-2010 14:32,5.91,,United Kingdom,5.91
536544,22299,PIG KEYRING WITH LIGHT & SOUND ,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,22300,COFFEE MUG DOG + BALL DESIGN,1,01-12-2010 14:32,5.06,,United Kingdom,5.06
536544,22301,COFFEE MUG CAT + BIRD DESIGN,2,01-12-2010 14:32,5.06,,United Kingdom,10.12
536544,22309,TEA COSY RED  STRIPE,1,01-12-2010 14:32,5.06,,United Kingdom,5.06
536544,22314,OFFICE MUG WARMER CHOC+BLUE,1,01-12-2010 14:32,5.91,,United Kingdom,5.91
536544,22335,HEART DECORATION PAINTED ZINC ,4,01-12-2010 14:32,1.28,,United Kingdom,5.12
536544,22336,DOVE DECORATION PAINTED ZINC ,4,01-12-2010 14:32,1.28,,United Kingdom,5.12
536544,22345,PARTY PIZZA DISH BLUE POLKADOT,1,01-12-2010 14:32,1.66,,United Kingdom,1.66
536544,22348,TEA BAG PLATE RED RETROSPOT,3,01-12-2010 14:32,1.66,,United Kingdom,4.98
536544,22356,CHARLOTTE BAG PINK POLKADOT,9,01-12-2010 14:32,1.66,,United Kingdom,14.94
536544,22359,GLASS JAR KINGS CHOICE,2,01-12-2010 14:32,5.91,,United Kingdom,11.82
536544,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,01-12-2010 14:32,5.91,,United Kingdom,11.82
536544,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,01-12-2010 14:32,8.47,,United Kingdom,16.94
536544,22378,WALL TIDY RETROSPOT ,2,01-12-2010 14:32,4.21,,United Kingdom,8.42
536544,22380,TOY TIDY SPACEBOY  ,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22394,PAPERWEIGHT KINGS CHOICE ,1,01-12-2010 14:32,5.06,,United Kingdom,5.06
536544,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,22419,LIPSTICK PEN RED,4,01-12-2010 14:32,0.85,,United Kingdom,3.4
536544,22422,TOOTHPASTE TUBE PEN,2,01-12-2010 14:32,1.28,,United Kingdom,2.56
536544,22430,ENAMEL WATERING CAN CREAM,1,01-12-2010 14:32,10.17,,United Kingdom,10.17
536544,22432,WATERING CAN PINK BUNNY,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22437,SET OF 9 BLACK SKULL BALLOONS,1,01-12-2010 14:32,1.66,,United Kingdom,1.66
536544,22471,TV DINNER TRAY AIR HOSTESS ,1,01-12-2010 14:32,11.02,,United Kingdom,11.02
536544,22476,EMPIRE UNION JACK TV DINNER TRAY,1,01-12-2010 14:32,11.02,,United Kingdom,11.02
536544,22477,WATERING CAN GARDEN MARKER,2,01-12-2010 14:32,2.51,,United Kingdom,5.02
536544,22478,BIRDHOUSE GARDEN MARKER ,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,22479,DAISY GARDEN MARKER,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,22497,SET OF 2 TINS VINTAGE BATHROOM ,2,01-12-2010 14:32,8.47,,United Kingdom,16.94
536544,22515,CHILDS GARDEN SPADE PINK,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22517,CHILDS GARDEN RAKE PINK,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22519,CHILDS GARDEN BRUSH PINK,1,01-12-2010 14:32,4.21,,United Kingdom,4.21
536544,22545,MINI JIGSAW BUNNIES,1,01-12-2010 14:32,0.85,,United Kingdom,0.85
536544,22550,HOLIDAY FUN LUDO,2,01-12-2010 14:32,7.62,,United Kingdom,15.24
536544,22560,TRADITIONAL MODELLING CLAY,1,01-12-2010 14:32,2.51,,United Kingdom,2.51
536544,22589,CARDHOLDER GINGHAM STAR,1,01-12-2010 14:32,5.06,,United Kingdom,5.06
536544,22605,WOODEN CROQUET GARDEN SET,1,01-12-2010 14:32,25.49,,United Kingdom,25.49
536544,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,01-12-2010 14:32,5.06,,United Kingdom,5.06
536544,22669,RED BABY BUNTING ,1,01-12-2010 14:32,5.91,,United Kingdom,5.91
536544,22675,FRENCH KITCHEN SIGN BLUE METAL,2,01-12-2010 14:32,2.51,,United Kingdom,5.02
536544,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3,01-12-2010 14:32,5.06,,United Kingdom,15.18
536544,22741,FUNKY DIVA PEN,8,01-12-2010 14:32,1.66,,United Kingdom,13.28
536544,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,01-12-2010 14:32,1.66,,United Kingdom,4.98
536544,22757,LARGE RED BABUSHKA NOTEBOOK ,3,01-12-2010 14:32,2.51,,United Kingdom,7.53
536544,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,01-12-2010 14:32,2.51,,United Kingdom,5.02
536544,22769,CHALKBOARD KITCHEN ORGANISER,1,01-12-2010 14:32,51.02,,United Kingdom,51.02
536544,22792,FLUTED ANTIQUE CANDLE HOLDER,2,01-12-2010 14:32,1.66,,United Kingdom,3.32
536544,22816,CARD MOTORBIKE SANTA,4,01-12-2010 14:32,0.85,,United Kingdom,3.4
536544,22818,CARD CHRISTMAS VILLAGE,6,01-12-2010 14:32,0.85,,United Kingdom,5.1
536544,22822,CREAM WALL PLANTER HEART SHAPED,1,01-12-2010 14:32,12.72,,United Kingdom,12.72
536544,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,01-12-2010 14:32,16.98,,United Kingdom,16.98
